product_name,product_price,installment_price,free_shipment
 Comic Rick And Morty 18 Tomos 01 - 18 Nuevo Sellado Kamite ,899.0,74.92,True
 Asterix La Hoz De Oro Salvat Integral Num 11 Envio Incluido ,565.0,55.82,True
 Cómic X-men Apocalypse Vol. 3 ,230.0,22.72,False
 Karmatron Y Los Transformables Lote 10 Comics Nueva Epoca -5 ,699.0,,True
 Coco Libro De Stickers ,170.0,16.79,False
 Spiderman 1 (marvel 1990) Portada Plateada. Todd Mcfarlane. ,245.0,24.2,False
 Batman Y Robin Eternal Serie Completa 19 Comic Dc Comic´s ,1100.0,108.67,True
 Justice League Volumen 6: La Gente Vs La Liga De La Justicia ,260.0,25.69,True
 Batman & Teenage Mutant Ninja Turtles 3 - Dc Comics ,250.0,24.7,False
 Comic 100 Page Giant #5 Dc Comics Batman ,320.0,,True
 Dc Action Comícs Deluxe 80 Años De Superman Televisa ,690.0,68.17,True
 Star Wars Legends Tomo 21 La Búsqueda De Vader ,199.0,19.76,True
 Comic The Mighty Thor Vol. 1 Trueno En Sus Venas ,219.0,21.64,False
 La Princesa Y El Señor Fu ... Patrick Rothfuss ,549.0,54.24,True
 Valentina ( Tetralogía De Baba Yaga) ... Guido Crepax ,549.0,54.24,True
 Batman Dark Nights Metal Portada 1 Dc Deluxe Pasta Dura ,770.0,76.07,True
 Caballeros Dorados Petite. Chibi. Aries-sagitario-capricorni ,120.0,11.85,False
 Comic John Wick Volumen 1 En Ingles ,489.0,40.75,False
 Dc Super Hero Girls Mitos Y Golpes Comic En Español ,170.0,16.79,False
 Kaliman Y Los Profanadores De Tumbas 50 Aniversario ,565.0,55.82,True
 Friday Fangs Yaoi Bl ,200.0,19.76,False
 Mascara De Deadpool Elaborada Con Lycra. ,150.0,14.82,False
 Alejandro Arreguin Funko ,678.0,66.98,True
" Batman #50 The Wedding, La Boda De Batman Regular Cover ",159.0,15.71,False
 [español] Marvel Aventuras The War Of The Realms ,149.0,14.72,False
 Fables Vol.1 Leyendas En El Exilio Vertigo Edit.televisa ,159.0,15.71,False
 La Espada Salvaje De Conan El Barbaro 38numeros 50.00 C/u ,50.0,,False
 Funko Pop Marvel ,160.0,15.81,False
 Spectacular Spiderman 189 Portada Con Holograma Newsstand Ed ,145.0,14.32,False
 Cómic Invincible Iron Man Vol. 2 Máquinas De Guerra ,139.0,13.73,False
 Joker (edición Deluxe) ,2100.0,175.0,True
 [español] The Amazing Spider-man: De Vuelta A Lo Básico ,179.0,14.92,False
 Comics 1300 Bolsas Protectoras Diversos Tamaños ,2300.0,227.22,True
" Justice League Vs Suicide Squad. Dc Cómics, Deluxe. ",600.0,50.0,True
 Publicación Estampas ,216.0,21.34,False
 Juego De 4 Pepsi Hologramas Marvel Cómics 1994 ,600.0,59.28,False
 Superman Man Of Steel 19 (dc 1993) Doomsday Parte 6. ,160.0,15.81,False
 Capitan America End Game Par De Escudos De Plastico ,599.0,49.92,True
 Cómic Invincible Iron Man Vol. 3 Civil War Ii ,139.0,13.73,False
 Revista Playmobil #1 Con Figura Capitán Pirata Y Calavera ,99.0,,True
 Comic Guardians Of The Galaxy Vol. 3 Civil War Ii ,139.0,13.73,False
 Cómic Teen Titans Go! Huele A Espíritu De Titán Adolescente ,139.0,13.73,False
 Noches Oscuras: Metal (edición Limitada Vinilo) ,2100.0,175.0,True
" Figuras Originales De Condorito, De Colección. Raras ",380.0,37.54,True
 Kaliman La Araña Negra: La Radionovela. Envío Grátis ,70.0,,False
 Comic Marvel Grandes Eventos Civil War Español Sellado ,499.0,41.58,True
 Marvel Comics # 1000 - Marvel Aventuras - P V 1 - Televisa ,120.0,11.85,False
 Comic - Amazing Fantasy #15 Reprint Spider-man ,390.0,38.53,False
 Comic Star Wars Presenta: Lando ,119.0,11.76,False
 Kaliman Los Asesinos De La Máscara Roja: La Radionovela ,70.0,,False
 Set De 3 Comics Green Arrow Y 2 Comics Sorpresa ,320.0,,True
 The Unbelievable Gwenpool # 13 - Variante - Televisa ,80.0,,False
 Tarjetas Pepsicards Dc ,20.0,,False
 [español] Action Comics ¿qué Sucedió Al Hombre Del Mañana? ,69.0,,False
 Preacher Coleccion 1 Al 6 Editorial Televisa ,2890.0,285.51,True
 Scooby Apocalypse Vol.1 Al 3 Completa Dc Aventuras ,815.0,80.52,True
" Libro: Vuelta Al Mundo En 80 Dias, La Autor: Julio Verne ",103.0,,True
 Diario De Nikki 11 Tomos ,2913.0,242.75,True
 Marvel Comics Old Man Logan Vol 3 4 Y 5 Precio C/u Env Grat ,650.0,64.21,True
 Gila El Sol Negro · Novela Gráfica Mexicana De Santarriaga ,80.0,,False
 Old Man Logan # 38 - Televisa ,80.0,,False
 52 Numeros Sueltos Vid ,50.0,,False
" Gran Espectaculo Secreto Vol. 2 , El - Clive Barker / Norma ",799.0,,True
 The Unbelievable Gwenpool # 14 - Editorial Televisa ,80.0,,False
 [español] Batman: Last Knight On Earth Libro Uno ,99.0,,False
 11 Comics Riverdale Tomos 1 A 10 Y One Shot Español Archie ,570.0,56.31,True
 The Unbelievable Gwenpool # 8 - Variante - Televisa ,80.0,,False
 Mix Q Mictlán - La Caneca Comicx - Carlos Ostos Sabugal ,79.0,,False
 Daredevil # 599 - Editorial Televisa ,80.0,,False
 [español] The Batman Who Laughs #4 ,69.0,,False
" Revistas Duda,existencia En La Descripcion,$50 C/u ",50.0,,False
 Symbiote Spiderman # 1 - Variante 2 - Editorial Televisa ,70.0,,False
 Iron Man Peli 3 Avengers Original En Caja 30 Cm Coleccion ,399.0,39.42,True
" Salvat, Supercars Autos A Escala 1:43 Del 1 Al 21 C/u Por ",399.0,33.25,False
 Spider - Geddon # 2 - Editorial Televisa ,80.0,,False
 Comic Batman / The Flash: The Button Deluxe Edition Ingles ,399.0,33.25,False
 Dc Comics Superman Despador Iman De Botellas Logo Plateado ,359.0,29.92,False
 [español] Dc Universe Vs Masters Of The Universe #3 (de 6) ,55.0,,False
 [español] Justice League Dark #1 ,45.0,,False
 Action Comic 80 Años De Superman Dc Deluxe Pasta Dura ,770.0,76.07,True
 Spider-man # 18 - Miles Morales - Televisa ,60.0,,False
 Amazing Spiderman # 8 - All New All Different - Televisa ,60.0,,False
 El Club De La Pelea 2 ... Chuck Palahniuk ( Cómic) ,399.0,39.42,True
 Set De Poker Y Ajedrez Miniatura Para Casa Muñecas E 1:12 ,330.0,27.5,True
 The Amazing Spider-man La Última Cacería De Kraven Marvel ,350.0,34.58,False
 Comic X Men Flip Book Cable Y X Force Hellrider ,20.0,,False
 Marvel Movie Collection Planeta Deagostini 2 Capitán América ,250.0,24.7,False
 Batman: The Button - Dc Comics Deluxe ,420.0,41.49,False
 El Bestiario De Morgenstern Firmado ,660.0,65.2,True
 Batman Hush Al Descubierto Dc Deluxe Pasta Dura ,650.0,64.21,True
 Secret Empire Marvel Deluxe Pasta Dura ,750.0,74.09,True
 Comic Flashpoint Edicion Deluxe Completo Importado Español ,699.0,58.25,True
 Hermelinda Linda Y Brujerias De Editomex De Los 60's Y 70's ,45.0,,False
 Crisis Final Muerte De Batman Editorial Vid ,650.0,64.21,True
 Comic Batman Noir: Hush (ingles) Pasta Dura ,889.0,87.83,True
 Crisis Infinitas Dc Definitive Edition ,600.0,59.28,True
" La Mascara Del Troll, El Rubius Virtual Hero 3 ",329.0,27.42,True
 The Amazing Spider-man 70th Marvel Omnibus ,620.0,61.25,True
 Joker: La Muerte De La Familia ,2600.0,216.67,True
 Silk Completa Marvel Televisa 2015 ,700.0,69.15,True
 Dark Nights Metal 4 Foil Dc Comics Español Portada Variante ,660.0,65.2,True
 Dc Comics Deluxe · Flashpoint En Español ,360.0,30.0,False
 Serie Completa Ultimates Marvel Semanal Televisa 2011 ,755.0,74.59,True
 Banda Itachi Hoja Konoha Renegado Naruto 1m Envio Gratis! ,149.0,,True
 Dark Nights Metal Resistance Portada 2 Dc Deluxe Pasta Dura ,640.0,63.23,True
 Comic Scooby Doo Apocalipsis Volumen 3 Nuevo Envío Gratis ,350.0,34.58,True
 Batmam Año Uno Dc Deluxe Essential Pasta Dura ,600.0,59.28,True
 Marvel 3d Súper Héroes Figura Punisher #17 + Poster ,279.0,27.66,True
 Injustice Año 4 Vol.1 Y 2 Dc Definitive Edition ,650.0,64.21,True
 Juegos Del Hambre Pin Sinsajo Liberado Hunger Games Katniss ,59.0,,False
 La Noche Más Oscura Omnibus ,2500.0,208.33,True
 Las Doce Pruebas De Asterix Libro # 37 Salvat Coleccion ,350.0,34.58,False
 All Star Superman Dc Deluxe Pasta Dura ,650.0,64.21,True
 Comic Deluxe Superman Unchained Español Nuevo Y Sellado ,549.0,45.75,True
 The Umbrella Academy Vol. 2: Dallas ,225.0,22.23,False
 Termo Cilindrico Deadpool Con Tu Nombre. ,395.0,,True
 Predator Depredador Vol.2 Dark Horse Onmibus ,620.0,61.25,True
 Sagas Vol.2 Marvel Omnibus ,600.0,59.28,True
 X-men Saga De Fenix Oscura Variante Marvel Deluxe Pasta Dura ,650.0,64.21,True
 Los Simpson Comics 35 Numeros $40 C/u ,40.0,,False
 Taza Magica Dragon Ball Goku Y Milk Pareja Premium! ,238.0,19.83,True
 Secret Invasion Marvel Deluxe Essentials Pasta Dura ,590.0,58.29,True
 The Worlds Greatest Super Heroes Alex Ross Dc Deluxe ,620.0,61.25,True
 Vision Portada 2 Marvel Deluxe Pasta Dura ,640.0,63.23,True
 Comic The Sllver Surfer El Renacimiento De Thanos Libro 2 ,549.0,45.75,True
 Todo Mortadelo Y Filemon 35 Oferta ,159.0,13.25,False
 Comic Obras Completas De Frank Miller Spider-man Deluxe ,499.0,41.58,True
 Gears Of War Omnibus Volumen 1 Nuevo En Ingles ,489.0,40.75,True
 Comic Batman Earth One Volumen 1 Y 2 (ingles) ,589.0,58.19,True
 Preacher Vol.5 (vol.41 Al 54) Vertigo ,620.0,61.25,True
 Comic Marvel Venom: Culto A Carnage Sellado Español ,449.0,37.42,False
 Naruto Funda De Almohada Sasuke Katana Kunai ,99.0,,False
 Batman Saga Hush 6 Comics Editorial Vid Completa Español ,499.0,41.58,True
 Juegos Del Hambre Pin Sinsajo Liberado Hunger Games Katniss ,139.0,11.58,True
 La Muerte De Green Lantern ,2400.0,200.0,True
 Comic Deadpool Mata El Universo Marvel Otra Vez!! Ingles ,449.0,37.42,True
 Paquete Bolsas P/comics Normal Y Grande ,250.0,20.83,False
 Amazing Spider-man Marvel Omnibus ,470.0,46.43,False
 Front Line Marvel Monster Edition ,620.0,61.25,True
 Superior Spider-man Vol.1 Marvel Deluxe ,590.0,58.29,True
 Comic Dc Comics Saga Justice League America 10 Tomos ,499.0,41.58,True
 Comic Flash La Guerra De Flash Universo Dc ,159.0,15.71,False
 Dc Definitive Edition Batman Tierra Uno 2 Tomos Completa ,599.0,49.92,True
 Serie Completa Battle World Secret Wars 8 Comics Marvel 2015 ,450.0,44.46,False
 [español] Immortal Hulk Vol. 1 Recopilatorio ,169.0,16.7,False
 Sandman Vol.4 Estacion De Niebla Vertigo Neil Gaiman ,470.0,46.43,False
 Álbum Coleccionador Tarjetas Funko Pop ,99.0,,False
 Comic Vid Superman Y La Mujer Maravilla ,200.0,19.76,True
 Marvel - Civil War - Epilogo - Muerte Del Capitan America ,119.0,11.76,False
 Universo Dc: Heroes In Crisis ,169.0,16.7,False
 Batman: La Muerte De La Familia (edición Deluxe) ,1900.0,158.33,True
 Fantastic Four #1 Stanley Lau Artgerm Variant Cover (inglés) ,189.0,18.67,False
 {español] Dc Semanal: He-man/thundercats #1 (de 6) ,49.0,,False
 Sandman Vol.7 Vidas Breves Vertigo Neil Gaiman Pasta Dura ,490.0,48.41,False
 Comic Marvel Deluxe: The Superior Spider-man Vol. 3 ,499.0,41.58,True
 Funko Pop! Peter Parker (spiderman) #404 ,350.0,29.17,False
 Termo Para Café Homero Simpson Estilo Starbucks ,385.0,,True
 100 Bolsas Protectora Comics Tamaño Monster/omnibus ,95.0,,False
 Ozma Of Oz Marvel Deluxe Pasta Dura ,420.0,41.49,False
 Revista Kaliman De Lujo Vintage ,40.0,,False
 Thanos El Origen Thanos Vol.0 Marvel Monster Edition ,450.0,44.46,False
 Deathstroke Vs. Batman Completo Dc Comics Televisa 2019 ,465.0,45.94,False
 Set Porta Vasos Duff Simpsons ,140.0,,False
 Joyas Literarias Juveniles 10 A Elegir Envíos Mínimos De 3 ,130.0,12.84,False
 50 Bolsas Protectora Para Comics Y 50 Cartones ,145.0,14.32,False
 Locke & Key. Comics ,40.0,,False
 Batman/flash: La Chapa (edición Deluxe) ,1500.0,125.0,True
 Cómics Marvel The Ultimates 2 Números Sueltos 2007 Varios ,59.0,,False
 Todo Mortadelo Y Filemon 35 Oferta ,159.0,,False
 [español] The Batman Who Laughs: Grim Knight #1 ,69.0,,False
 Uncanny X-force Marvel Omnibus ,400.0,39.52,False
 Sandman Cazadores De Sueños Pasta Dura Vertigo Neil Gaiman ,650.0,64.21,True
 Boba Fett 1 Comics Star War Vol.60 Planeta De Agostini ,400.0,39.52,False
 Flashpoint Dc Showcase ,360.0,35.57,False
" Posters De Marvel End Game, Infinity War, Civil War,etc. ",78.0,,False
 Superior Carnage Serie Completa Marvel Semanal Televisa 2014 ,350.0,34.58,False
 Paquete Infinity Vol.1 Al 6 Marvel Semanal Televisa 2014 ,462.0,45.64,False
 Dc Legion Of Collectors Wonder Woman With Invisible Jet ,449.0,44.46,True
" Comics La Banda Timbiriche (1984-1985), Editorial Proyección ",80.0,,False
 Harley Quinn. Comics. Portada Variante ,50.0,,False
 Comic Dc Essential: Crisis Infinita Nuevo Y Sellado ,449.0,37.42,True
 X-men 1 Portada De Beast-storm (marvel 1991) Jim Lee. ,100.0,9.88,False
 Dc Semanal He Man Thundercats ,85.0,,False
 Dc Universe Vs Masters Of The Universe Completa Televisa ,470.0,46.43,False
 Daytripper Vertigo ,410.0,40.5,False
 Funko Pop Envió Universal Kraken Shop Miguel Alanis ,120.0,11.85,True
 Batman Año Uno Lo Mejor De Dc Vol.6 ,420.0,41.49,False
 Minimum Carnage Serie Completa Marvel Semanal Televisa 2013 ,400.0,39.52,False
 Comic Historias De La Rebelion Secret Empire Sellado Español ,299.0,24.92,True
 Dk 3. The Master Race. Dc Comics ,80.0,,False
 Cataclysm Cataclismo Ultimate Comics Marvel Omnibus ,380.0,37.54,False
 Superman El Hombre De Acero Numeros Sueltos Vid ,50.0,,False
 Heredero Del Imperio 2 Star War Vol.41 Planeta De Agostini ,375.0,37.05,False
 Dorothy And The Wizard In Oz Marvel Deluxe Pasta Dura ,420.0,41.49,False
 Operación Bolivar - Edgar Clement Nuevo Español ,250.0,24.7,False
 The Man Of Steel Completo Dc Comic Televisa 2019 ,470.0,46.43,False
 Deadpool Back In Black Completa Marvel Televisa 2018 ,330.0,32.6,False
 Dc Comics En Inglés Superman/batman Tomos Sueltos 1-19 2003 ,80.0,,False
 X-men The Age Of Apocalypse Vol.2 Marvel Omnibus ,420.0,41.49,False
 Comic Saga 6 Tomos Spider-man Blue Jeph Loeb Español ,299.0,24.92,False
 [español] Dc Semanal: V For Vendetta #7 (de 10) ,49.0,,False
 X-men The Age Of Apocalypse Vol.3 Marvel Omnibus ,420.0,41.49,False
 Comic Dc Comics Deluxe Batman Dark Knight Saga Frank Miller ,599.0,49.92,True
 Comic Marvel Thanos El Origen Libro Cero Sellado ,399.0,33.25,False
 Comic Bestseller X-men Messiah Complex 2 Tomos Completa ,399.0,33.25,True
 Batman The Killing Joke Dc Comic´s Televisa 2017 ,77.0,,False
 Spiderman - Deadpool # 37 - Editorial Televisa ,80.0,,False
 The Inmortal Hulk # 10 - Marvel Televisa ,80.0,,False
 Superior Spider-man Vol.2 Marvel Aventuras ,300.0,29.64,False
 Termo Homero Simpson Personalizable ,385.0,32.08,True
 Tony Stark - Iron Man # 4 - Televisa ,80.0,,False
 Comic Ninja Turtles Tortugas Tmnt No.68 Idw La Mole Ingles ,349.0,34.48,False
 Spider - Geddon # 4 - Editorial Televisa ,80.0,,False
 Comic Chilling Adventures Of Sabrina Español Kamite Netflix ,295.0,24.58,False
 Comic Scott Pilgrim Y Las Maravillas De Su Vida # 5 Tpb ,339.0,28.25,False
 Libro: El Maestro Y Margarita Autor: Mijaíl Bulgákov ,199.0,,True
 Dc Comics No Justice Justice League Saga Completa 4 Tomos ,298.0,24.83,False
 Termo Homero Simpson Personalizable ,385.0,32.08,True
 Ant-man # 2 - Editorial Televisa ,70.0,,False
 Tiempos Oscuros 3 Star Wars Vol.29 Planeta De Agostini ,345.0,34.08,False
 Funko Pop Hulk Navideño Navidad 398 ,419.0,41.39,True
 Libro: Vuelta Al Mundo En (nov. Gráfica) Autor: Julio Verne ,157.0,,True
" Cómic Historia Del Hombre, Fundación Cultural Televisa 1979 ",40.0,,False
 Comic Marvel Edge Of Spider-geddon Saga Completa Nuevos ,299.0,24.92,False
 El Poder De La Fuerza Star Wars Vol.31 Planeta De Agostini ,345.0,34.08,False
 Rebelion 1 Star Wars Vol.37 Planeta De Agostini ,345.0,34.08,False
 The Amazing Spider-man Vol. 1 Al 6 - Marvel Comics ,1250.0,123.49,True
 Friendly Neighborhood Spiderman # 5 - Editorial Televisa ,80.0,,False
 Capitana Marvel Secret Wars Completa Nyv Televisa 2016 ,400.0,39.52,False
 El Mago De Oz Colección Completa Skottie Young Pasta Dura ,1390.0,137.32,True
" Mini Ciencia Ficcion, Mas De 30 Comics Vid De Los 80´s ",30.0,,False
 Enciclopedia Marvel Vol.85 Lomo Vol.86 Universo Marvel 11 ,340.0,33.59,False
 Cosmic Ghost Rider Completo Marvel Semanal Televisa 2019 ,385.0,38.03,False
 [español] Friendly Neighborhood Spider-man #5 (de 5) ,59.0,,False
 Batman Saga De La Corte De Los Buhos Dc Deluxe Essential ,580.0,57.3,True
 Figura Funko Pop Jurassic Park Tyrannosaurus Rex 548 Nuevo ,389.0,38.43,True
 Umbrella Academy Vol.1 Televisa Dark Horse Books ,290.0,28.65,False
 Preacher Vol.2 (vol.13 Al 26) Vertigo ,460.0,45.44,False
 The Boys Vol.7 Los Inocentes Panini Pasta Dura ,340.0,33.59,False
 Super Heroes Marvel Busto Ronan El Acusador #49 ,760.0,75.08,True
 Batman Detective Comics Vol.2 Dc Absolute ,420.0,41.49,False
 X-men Los Numeros Perdidos Marvel Omnibus ,360.0,35.57,False
 Comic Marvel Monster Edition Carnage Wells Español ,349.0,29.08,False
 Enciclopedia Marvel Vol.9 Lomo Vol.10 Avengers 2 ,340.0,33.59,False
 Injustice Gods Among Us: Año 5 Vol.1 Dc Definitive Edition ,300.0,29.64,False
 Superman Unchained Dc Deluxe Pasta Dura ,600.0,59.28,True
 Thanos La Revelacion Infinita Marvel Monster Edition ,300.0,29.64,False
 The Watchmen # 8 - Televisa ,70.0,,False
 The Watchmen # 11 - Televisa ,70.0,,False
 Figura Funko Pop! Television Laura Palmer Twin Peaks 447 ,370.0,36.55,True
 The Watchmen # 5 - Televisa ,70.0,,False
 The Watchmen # 7 - Televisa ,70.0,,False
 The Watchmen # 10 - Televisa ,70.0,,False
 The Watchmen # 9 - Televisa ,70.0,,False
 Enciclopedia Marvel Vol.89 Lomo Vol.90 Universo Marvel 15 ,340.0,33.59,False
 Comic Star Wars Darth Vader Sombras Y Secretos Vol: 2 Nuevo ,159.0,13.25,False
 Flashpoint ,1260.0,105.0,True
 Imperio 1 Star Wars Vol.32 Planeta De Agostini ,345.0,34.08,False
 Dark Avengers Marvel Best Sellers ,300.0,29.64,False
 Enciclopedia Marvel Vol.13 Lomo Vol.14 Doctor Strange 1 ,340.0,33.59,False
 Las Primeras 3 Apariciones De Spider-man ,1000.0,98.79,True
 Uncanny Avengers #21 10% De Descuento ,23.0,,False
 Termo Para Café Starbuks Krusty El Payaso Simpsons ,385.0,,True
 Enciclopedia Marvel Vol.2 Avengers Vol.1 Y Iron Man Vol.1 ,340.0,33.59,False
 Clasicos 11 Star War Vol.11 Planeta De Agostini ,315.0,31.12,False
 Spiderman La Saga Del Traje Alienígena Completa Español ,1150.0,95.83,True
 Daredevil Shadowland Marvel Monster Edition ,260.0,25.69,False
 Daredevil Vol.1 (vol.1 Al 5) Tpb Coleccion Marvel 16 ,240.0,23.71,False
 Mochila Supervivencia Envio Gratis. ,600.0,,True
 Funko Pop Avengers Infinity War Capitan Captain America 288 ,429.0,42.38,True
 Comic Dc Definitive Edition Batman Venom Nuevo Y Sellado ,299.0,24.92,False
 Comic: Sandman Libro # 7 Vidas Breves Neil Gaiman ,399.0,33.25,False
 Enciclopedia Marvel Vol.11 Lomo Vol.12 X-men 1 ,340.0,33.59,False
 Guerra De Los Clones 6 Star Wars Vol.25 Planeta De Agostini ,345.0,34.08,False
 Termo Para Café Monster Musume Estilo Starbucks ,385.0,,True
 The Boys Vol.2 Recibir Panini Pasta Dura ,310.0,30.63,False
 Super Heroes Marvel Busto La Avispa ( Wasp ) 43 ,750.0,74.09,True
 Civil War Marvel Grandes Eventos ,360.0,35.57,False
 Comic Marvel Monster Edition La Muerte De Wolverine Español ,249.0,20.75,False
 Comic American Vampire Volumen 1 Vertigo Scott Snyder ,299.0,24.92,True
 Enciclopedia Marvel Vol.76 Lomo Vol.77 Universo Marvel 2 ,340.0,33.59,False
 Dc Comic Sociedad De La Justicia De America 4 Tomos 01 - 04 ,199.0,16.58,False
 The Boys Vol.6 Sociedad Del Instituto Panini Pasta Dura ,310.0,30.63,False
 Mad Sergio Aragones/ 5 Décadas De Sus Mejores Obras ,300.0,29.64,False
 Tortugas Ninja Tmnt Black Y White Vol.1 Bruguera México 2014 ,99.0,,False
 Vegito Ssgss Goku Kuririn Trunks Dragon Ball Super Funko Pop ,535.0,44.64,True
 Comic Marvel Phoenix Resurreccion El Regreso De Jean Grey ,299.0,24.92,True
 Comic The Avengers Earths Mightiest Heroes: Huésped Final ,169.0,14.08,False
 Funko Pop Marvel Thor Ragnarok Hela 243 Funko Movies ,365.0,36.06,True
 Imperio 4 Star Wars Vol.35 Planeta De Agostini ,345.0,34.08,False
 Batman Jekyll Y Hyde Serie Completa Vol.1 Al 6 Dc Comic´s ,320.0,31.61,False
 Funko Pop Movies: It Pennywise Con Boat Nuevo ,385.0,38.03,True
 Cómic Marvel Bestseller Punisher La Madre Rusia Español ,249.0,20.75,False
 Harley Quinn Rebirth Vol.1 Muere De Risa Televisa Tpb ,240.0,23.71,False
 Enciclopedia Marvel Vol.79 Lomo Vol.80 Universo Marvel 5 ,340.0,33.59,False
 Comic:saga The Spectacular Spiderman 7 Tomos En Español ,299.0,24.92,False
 Tiempos Oscuros 2 Star Wars Vol.28 Planeta De Agostini ,345.0,34.08,False
 Hulk Gray Serie Completa Marvel Televisa 2017 ,360.0,35.57,False
 Enciclopedia Marvel Vol.25 Lomo Vol.26 Fantastic Four 3 ,340.0,33.59,False
 Comic Halo Escalation Tomo # 1 Sellado Compila 01 Al 06 ,219.0,18.25,False
 Enciclopedia Marvel Vol.27 Lomo Vol.28 Mundos Alternativos 1 ,340.0,33.59,False
 Spider-men Serie Completa Comic Marvel Semanal Televisa ,300.0,29.64,False
 Funko Pop Harry Potter Profecía Y Suéter Hottopic Envio Igo! ,1299.0,128.33,True
 The Boys Vol.4 Debemos Irnos Ya Panini Pasta Dura ,310.0,30.63,False
 Avengers Guantelete Infinito Completo Marvel Semanal 2018 ,220.0,21.73,False
 Comic Renew Your Vows Spiderman #01 Variante Humberto Ramos ,269.0,26.57,False
 Especial Sagas Dc: Hora Cero/la Noche Final ,1750.0,145.83,True
 Enciclopedia Marvel Vol.80 Lomo Vol.81 Universo Marvel 6 ,340.0,33.59,False
